municipio,nome,numero,situacao,estado
CATUTI,DELERMANDO DO NASCIMENTO FRANÇA,44,Eleito,mg
CAXAMBU,KELVIN DE CASTRO FARIA,15,Não eleito,mg
CAXAMBU,NÍCOLAS DINAMARCO DOS REIS,44,Não eleito,mg
CAXAMBU,CARLA MÁRCIA FERNANDES DE CARVALHO,13,Não eleito,mg
CAXAMBU,LUIZ HENRIQUE DIORIO DE SOUZA,45,Eleito,mg
CEDRO DO ABAETÉ,ANOÉ ANTÔNIO RIBEIRO,44,Não eleito,mg
CEDRO DO ABAETÉ,JOSÉ ROSA FILHO,15,Eleito,mg
CEDRO DO ABAETÉ,HILARIO DARCK DOS REIS,70,Não eleito,mg
CENTRAL DE MINAS,GILBERTO FERREIRA DA CUNHA,15,Eleito,mg
CENTRAL DE MINAS,HEMERSON GONZAGA DA SILVA,40,Não eleito,mg
CENTRALINA,OSCAR LUIS FELDNER DE BARROS ARAUJO CUNHA,55,Eleito,mg
CHALÉ,GILBERT FERREIRA DE MELO,10,Não eleito,mg
CHALÉ,SEBASTIÃO RODRIGUES,45,Eleito,mg
CHAPADA DO NORTE,LEANDRO EVANGELISTA DO SOCORRO,55,Eleito,mg
CHAPADA DO NORTE,EDIVALDO MACHADO DE OLIVEIRA,70,Não eleito,mg
CHAPADA GAÚCHA,JOÃO RAIMUNDO MOTA,15,Não eleito,mg
CHAPADA GAÚCHA,JOSE RONE RODRIGUES PEREIRA,55,Eleito,mg
CHAPADA GAÚCHA,FABIO LUIZ BECKER,30,Não eleito,mg
CHAPADA GAÚCHA,PAULO APARECIDO ALVES CARNEIRO,20,Não eleito,mg
CHIADOR,JOSE GUILHERME TAVARES DE LIMA DE ABREU ESTEVES,20,Não eleito,mg
CHIADOR,ITIBERE RODRIGUES DOS SANTOS,45,Eleito,mg
CHÁCARA,JOSE PORTES DA SILVA JUNIOR,40,Não eleito,mg
CHÁCARA,JUCELIO FERNANDES DE OLIVEIRA,22,Eleito,mg
CIPOTÂNEA,WELINGTON THIENE MOREIRA,25,Não eleito,mg
CIPOTÂNEA,ROBERTO HENRIQUES DE OLIVEIRA,11,Eleito,mg
CLARAVAL,CASSIO AUGUSTO CINTRA TOLEDO,22,Não eleito,mg
CLARAVAL,CLAUDIO ANTONIO DE FARIA,10,Não eleito,mg
CLARAVAL,JUSCELINO BATISTA BORGES,15,Não eleito,mg
CLARAVAL,JORGE LUIZ GARROCINI JUNIOR,44,Não eleito,mg
CLARAVAL,JOSÉ REINALDO CINTRA,70,Eleito,mg
CLARO DOS POÇÕES,MARIA DAS DORES DE OLIVEIRA DUARTE,15,Não eleito,mg
CLARO DOS POÇÕES,JOSÉ VANDERLEI CARDOSO,44,Eleito,mg
CLÁUDIO,JOSÉ RODRIGUES BARROSO DE ARAÚJO,15,Eleito,mg
CLÁUDIO,REGINALDO DE FREITAS SANTOS,40,Não eleito,mg
COIMBRA,MAURILIO DIAS MASSENSINI,10,Eleito,mg
COIMBRA,MARIA LILIANA GOMES BARBOSA,40,Não eleito,mg
COIMBRA,NILSON GERALDO LADEIRA,70,Não eleito,mg
COLUNA,ROSIMARA ROSA TRINDADE,13,Não eleito,mg
COLUNA,MAKERLY PEREIRA DE AGUIAR,70,Não eleito,mg
COLUNA,NILSON ROCHA DOS ANJOS,15,Eleito,mg
COMENDADOR GOMES,REGINALDO DA SILVA,22,Eleito,mg
COMENDADOR GOMES,JOSE RODRIGUES DA SILVA NETO,10,Não eleito,mg
COMERCINHO,MANOEL VANDERLAN DA SILVA GUSMÃO,10,Não eleito,mg
COMERCINHO,EDNALVES ALVES COSTA,70,Eleito,mg
COMERCINHO,MARCIO ROCHA RAFAEL DE OLIVEIRA,13,Não eleito,mg
CONCEIÇÃO DA APARECIDA,RUBERVAL JOSÉ GONÇALVES,55,Não eleito,mg
CONCEIÇÃO DA APARECIDA,JOSE ANTONIO FERREIRA,22,Eleito,mg
CONCEIÇÃO DA BARRA DE MINAS,HEITOR SEBASTIÃO GUEDES,25,Não eleito,mg
CONCEIÇÃO DA BARRA DE MINAS,FERNANDO LELLIS PALUMBO,45,Eleito,mg
CONCEIÇÃO DA BARRA DE MINAS,RAIMUNDO LOPES DE AQUINO,13,Não eleito,mg
CONCEIÇÃO DAS ALAGOAS,CELSON PIRES DE OLIVEIRA,15,Eleito,mg
CONCEIÇÃO DAS ALAGOAS,ELSO CARLOS ROSA,44,Não eleito,mg
CONCEIÇÃO DAS PEDRAS,JOSÉ REINALDO DE CARVALHO,44,Não eleito,mg
CONCEIÇÃO DAS PEDRAS,BENEDITO CARLOS PEREIRA,11,Eleito,mg
CONCEIÇÃO DE IPANEMA,EDUARDO DA SILVA MATOS,10,Não eleito,mg
CONCEIÇÃO DE IPANEMA,WILIAN FRANCISCO DE SOUZA,22,Eleito,mg
CONCEIÇÃO DE IPANEMA,FRANCISCO ARMANDO DA SILVA JUNIOR,33,Não eleito,mg
CONCEIÇÃO DO MATO DENTRO,OTACÍLIO NETO COSTA MATTOS,40,Eleito,mg
CONCEIÇÃO DO MATO DENTRO,CLÁUDIO ALEXANDRE RODRIGUES DE OLIVEIRA,13,Não eleito,mg
CONCEIÇÃO DO MATO DENTRO,BRENO JOSE DE ARAUJO COSTA,25,Não eleito,mg
CONCEIÇÃO DO PARÁ,WESLEY MOREIRA LIMA,10,Eleito,mg
CONCEIÇÃO DO PARÁ,PROCÓPIO CELSO DE FREITAS,15,Não eleito,mg
CONCEIÇÃO DO RIO VERDE,FLÁVIO LÚCIO DE ALMEIDA CARNEIRO,10,Não eleito,mg
CONCEIÇÃO DO RIO VERDE,CRISTIANO HENRIQUE CUSTODIO,11,Eleito,mg
CONCEIÇÃO DOS OUROS,JOSE JOAQUIM AFONSO JUNIOR,44,Não eleito,mg
CONCEIÇÃO DOS OUROS,MANOEL VASTON VIANA,55,Não eleito,mg
CONCEIÇÃO DOS OUROS,LUIS FERNANDO ROSA DE CASTRO,15,Eleito,mg
CONFINS,GERALDO GONÇALVES DOS SANTOS,11,Eleito,mg
CONFINS,VALDIR TEIXEIRA JUNIOR,10,Não eleito,mg
CONFINS,JOÃO BATISTA DA SILVA,23,Não eleito,mg
CONGONHAL,RUBENS VILELA DOS SANTOS JUNIOR,10,Eleito,mg
CONGONHAL,RICARDO HENRIQUE SOBREIRO,44,Não eleito,mg
CONGONHAS,ANIVALDO ANTONIO DOS SANTOS COELHO,12,Não eleito,mg
CONGONHAS,ANDERSON COSTA CABIDO,40,Eleito,mg
CONGONHAS,RAFAEL RIBEIRO DE ÁVILA,16,Não eleito,mg
CONGONHAS,CLAUDIO ANTONIO DE SOUZA,55,Não eleito,mg
CONGONHAS,CHRISTIAN ELIZANDRO SOUZA COSTA,22,Não eleito,mg
CONGONHAS DO NORTE,ADÃO SERGIO DE LIMA,70,Não eleito,mg
CONGONHAS DO NORTE,FABRICIO APARECIDO OTONI,55,Eleito,mg
CONQUISTA,VERA LUCIA GUARDIEIRO,40,Não eleito,mg
CONQUISTA,TARCIZIO HENRIQUE ZAGO,10,Não eleito,mg
CONQUISTA,BRÁULIO QUEIROGA DE MOURA FILHO,15,Eleito,mg
CONSELHEIRO LAFAIETE,GIUSEPPE LISBOA LAPORTE,20,Não eleito,mg
CONSELHEIRO LAFAIETE,MARCOS ANTONIO DE PAULA,35,Não eleito,mg
CONSELHEIRO LAFAIETE,MÁRCO ANTÔNIO REIS CARVALHO,10,Não eleito,mg
CONSELHEIRO LAFAIETE,NEUZA APARECIDA FERREIRA ALVES,77,Não eleito,mg
CONSELHEIRO LAFAIETE,ZILDA HELENA DOS SANTOS VIEIRA,13,Não eleito,mg
CONSELHEIRO LAFAIETE,JÚLIO CESAR DE ALMEIDA BARROS,18,Não eleito,mg
CONSELHEIRO LAFAIETE,LEANDRO TADEU MURTA DOS REIS CHAGAS,25,Eleito,mg
CONSELHEIRO LAFAIETE,ANDRÉ LUIS DE MENEZES,45,Não eleito,mg
CONSELHEIRO PENA,ALARICO JUNIOR FERREIRA NASCIMENTO,12,Não eleito,mg
CONSELHEIRO PENA,ERMÍNIO TON,15,Não eleito,mg
CONSELHEIRO PENA,NÁDIA FILOMENA DUTRA FRANÇA,35,Eleito,mg
CONSOLAÇÃO,REGIANE APARECIDA ALVES DIAS,11,Não eleito,mg
CONSOLAÇÃO,ROGILSON APARECIDO MARQUES NOGUEIRA,44,Eleito,mg
CONTAGEM,SEBASTIÃO DE OLIVEIRA PESSOA,29,Não eleito,mg
CONTAGEM,MARILIA APARECIDA CAMPOS,13,Eleito,mg
CONTAGEM,GUSTAVO OLÍMPIO SIQUEIRA ROCHA,16,Não eleito,mg
CONTAGEM,DULCE JOANE SOUSA MONTE,35,Não eleito,mg
CONTAGEM,GERALDO JUNIO DO AMARAL,22,Não eleito,mg
COQUEIRAL,REINALDO ALVES DE SIQUEIRA,22,Não eleito,mg
COQUEIRAL,RENATO OLIVEIRA MARQUES,55,Eleito,mg
COQUEIRAL,ARNALDO LEMOS FIGUEIREDO,10,Não eleito,mg
COQUEIRAL,LILIAN REIS PELOSO LARSEN,33,Não eleito,mg
CORAÇÃO DE JESUS,ANTONIO CORDEIRO DE FARIA JUNIOR,15,Não eleito,mg
CORAÇÃO DE JESUS,LARISSA SALLES LAFETÁ,25,Não eleito,mg
CORAÇÃO DE JESUS,SAMUEL BARRETO NETO,22,Eleito,mg
CORDISBURGO,LAWRENCE GIOVANNI TROMBINI COSTA,15,Não eleito,mg
CORDISBURGO,FÁBIO JUNIO BARBOSA,13,Não eleito,mg
CORDISBURGO,ALDAIR MARQUES MARTINS,55,Eleito,mg
CORDISLÂNDIA,MARLENE MONTEIRO DE OLIVEIRA PEREIRA,70,Não eleito,mg
CORDISLÂNDIA,JOSÉ ODAIR DA SILVA,25,Eleito,mg
CORINTO,EVALDO PAULO DOS REIS,15,Eleito,mg
COROACI,RONEY ALVES DE BRITO,10,Eleito,mg
COROACI,DANILO JOSE VIEIRA DA SILVA,15,Não eleito,mg
COROMANDEL,OSMAR MARTINS BORGES,22,Não eleito,mg
COROMANDEL,FERNANDO BRENO VALADARES VIEIRA,25,Eleito,mg
CORONEL FABRICIANO,STELLA NUNES ROCHA,15,Não eleito,mg
CORONEL FABRICIANO,JOAQUIM XAVIER DE SOUZA,18,Não eleito,mg
CORONEL FABRICIANO,JULIA MARIA MUNIZ RESTORI,13,Não eleito,mg
CORONEL FABRICIANO,SADI LUCCA,22,Eleito,mg
CORONEL MURTA,WESLEY TERTULIANO DE SOUZA FRANCO,11,Não eleito,mg
CORONEL MURTA,JOSE AILTON FREIRE JARDIM,33,Eleito,mg
CORONEL PACHECO,EDELSON SEBASTIÃO FERNANDES MEIRELLES,15,Não eleito,mg
CORONEL PACHECO,CARLA CAROLINA DE OLIVEIRA RIBEIRO,55,Não eleito,mg
CORONEL PACHECO,MARCOS AURELIO VALÉRIO VENÂNCIO,40,Eleito,mg
CORONEL XAVIER CHAVES,EVANILSON MENDONÇA SANTOS,25,Não eleito,mg
CORONEL XAVIER CHAVES,SIDINEI RESENDE PAIVA,18,Eleito,mg
CORONEL XAVIER CHAVES,JOSÉ EDVAR DE SOUSA,13,Não eleito,mg
COUTO DE MAGALHÃES DE MINAS,JOSE EDUARDO DE PAULA RABELO,20,Eleito,mg
CRISTAIS,CELIO ELIAS PIRES,45,Eleito,mg
CRISTAIS,LEONARDO LUIZ OLIVEIRA,11,Não eleito,mg
CRISTIANO OTONI,CARLOS ROBERTO DE REZENDE,11,Eleito,mg
CRISTIANO OTONI,BRENO DE OLIVEIRA DUTRA BAETA,44,Não eleito,mg
CRISTINA,MARCIO BARROS RIBEIRO,11,Eleito,mg
CRISTINA,HERES RODRIGUES SALLUM AL&apos;OSTA JUNIOR,55,Não eleito,mg
CRISTINA,MARIA ELENA DE OLIVEIRA MORAIS,12,Não eleito,mg
CRISTINA,ADEMILSON SOARES PINTO,10,Não eleito,mg
CRISTÁLIA,EVA APARECIDA MIRANDA PEIXOTO,22,Não eleito,mg
CRISTÁLIA,EDSON SANTOS ALBUQUERQUE,15,Não eleito,mg
CRISTÁLIA,JAIRO DE MATOS BORGES JÚNIO,11,Eleito,mg
CRISÓLITA,RONALDO COSTA FARIAS,13,Eleito,mg
CRISÓLITA,ADIRAN FERREIRA SPINOLA,70,Não eleito,mg
CRUCILÂNDIA,ELIZANGELA CRISTINA LARA DINIZ,77,Eleito,mg
CRUCILÂNDIA,GLEISON CARLOS ROCHA,44,Não eleito,mg
CRUCILÂNDIA,GUILHERME ACILIO DE ASSIS E SILVA,30,Não eleito,mg
CRUZEIRO DA FORTALEZA,ANTONIO CORTES DE ALMEIDA,15,Eleito,mg
CRUZEIRO DA FORTALEZA,TÚLIO  VINÍCIUS  DA  SILVA  TEIXEIRA,23,Não eleito,mg
CRUZÍLIA,JOSE AURELIO JESUS ROCHA,10,Não eleito,mg
CRUZÍLIA,JOAQUIM JOSE PARANAIBA,11,Eleito,mg
CRUZÍLIA,JOSÉ CARLOS MACIEL DE ALCKMIN,44,Não eleito,mg
CRUZÍLIA,JOSE BENEDITO MORATO,45,Não eleito,mg
CUPARAQUE,ELIOZIR MARQUES DE OLIVEIRA,15,Não eleito,mg
CUPARAQUE,ROGERIO VICENTE MENDES,10,Eleito,mg
CURRAL DE DENTRO,ADAILDO ROCHA MOREIRA,44,Eleito,mg
CURRAL DE DENTRO,JAMILL ALVES ROCHA,12,Não eleito,mg
CURVELO,LUIZ PAULO GLÓRIA GUIMARÃES,23,Eleito,mg
CURVELO,MAURÍLIO SOARES GUIMARÃES,44,Não eleito,mg
CURVELO,FABRÍCIO PEREIRA NEVES,33,Não eleito,mg
CÁSSIA,SEBASTIÃO EUSTÁQUIO DA SILVA,44,Não eleito,mg
CÁSSIA,ROBERTO LEMOS FERNANDES,13,Não eleito,mg
CÁSSIA,LUIZ ADRIANO DE SOUZA MACHADO,10,Não eleito,mg
CÁSSIA,MARCO LEANDRO ALMEIDA ARANTES,77,Não eleito,mg
CÁSSIA,IRIS CUSTÓDIO DA VEIGA,28,Não eleito,mg
CÁSSIA,GILSON APARECIDO DE MESQUITA,30,Não eleito,mg
CÁSSIA,DONIZETE VILELA,23,Eleito,mg
CÓRREGO DANTA,EDNEI MARTINS DE MATOS,70,Eleito,mg
CÓRREGO DANTA,LOURENÇO BAIA PINTO FERREIRA,55,Não eleito,mg
CÓRREGO DO BOM JESUS,LEVINDO MOREIRA GALVÃO,10,Não eleito,mg
CÓRREGO DO BOM JESUS,MARCUS VINICIUS DE ALVARENGA,12,Não eleito,mg
CÓRREGO DO BOM JESUS,MARIANA ROSA MUCCI,22,Não eleito,mg
CÓRREGO DO BOM JESUS,JOÃO GABRIEL DIAS RIBEIRO,11,Eleito,mg
CÓRREGO FUNDO,JAINE CRISTINA RODRIGUES CRECENCIO,27,Não eleito,mg
CÓRREGO FUNDO,DANILO OLIVEIRA CAMPOS,55,Eleito,mg
CÓRREGO NOVO,ELON DE OLIVEIRA FERRARI,40,Eleito,mg
CÓRREGO NOVO,AILTON LIMA DE PAULA,55,Não eleito,mg
CÔNEGO MARINHO,CLORISVAN LIMA MADUREIRA,70,Eleito,mg
CÔNEGO MARINHO,FABRICIANO MARCOS FERREIRA,44,Não eleito,mg
DATAS,NEMIRES ANTONIO DA SILVA,13,Não eleito,mg
DATAS,NARLISSON DE JESUS MARTINS,55,Eleito,mg
DELFIM MOREIRA,EDILBERTO MARQUES DA CRUZ,44,Eleito,mg
DELFIM MOREIRA,JOSE FERNANDO COURA,13,Não eleito,mg
DELFINÓPOLIS,DANILO ARAÚJO SANTOS,55,Não eleito,mg
DELFINÓPOLIS,FABIANO MARTINS CUNHA,45,Não eleito,mg
DELFINÓPOLIS,GUSTAVO FERREIRA,13,Não eleito,mg
DELFINÓPOLIS,PEDRO PAULO PINTO,15,Eleito,mg
DELTA,VALÉRIA CRISTINA SILVA REIS,33,Não eleito,mg
DELTA,LERIANE DE SOUZA,11,Eleito,mg
DELTA,ADRIANA MARIA MORAIS DE FREITAS,77,Não eleito,mg
DESCOBERTO,LENE MONICA DA SILVA PINTO,25,Não eleito,mg
DESCOBERTO,CARLOS ALBERTO GONÇALVES MENDONÇA,40,Não eleito,mg
DESCOBERTO,LUIS FERNANDO DE OLIVEIRA,12,Não eleito,mg
DESCOBERTO,SEBASTIAO CARLOS SOARES DA SILVA,33,Não eleito,mg
DESTERRO DE ENTRE RIOS,WAGNO ALMEIDA DUARTE,25,Eleito,mg
DESTERRO DE ENTRE RIOS,JOSÉ BENTO DOS SANTOS,45,Não eleito,mg
DESTERRO DO MELO,EDIMAR COELHO DA SILVA,55,Eleito,mg
DESTERRO DO MELO,MAYARA GARCIA LOPES DA SILVA TAFURI,10,Não eleito,mg
DESTERRO DO MELO,MÁRCIA CRISTINA MACHADO AMARAL,11,Não eleito,mg
DIAMANTINA,FREDERICO SILVA SANTOS,18,Não eleito,mg
DIAMANTINA,GEFERSON GIORDANI BURGARELLI,15,Eleito,mg
DIOGO DE VASCONCELOS,JOÃO CLAUDIO DE SOUZA,25,Eleito,mg
DIOGO DE VASCONCELOS,IVAIR LACERDA FERREIRA,70,Não eleito,mg
DIONÍSIO,JOSE GERALDO FERREIRA,77,Não eleito,mg
DIONÍSIO,MARCINY MARTINS PEREIRA,25,Eleito,mg
DIONÍSIO,HERMES FREITAS DA COSTA,45,Não eleito,mg
DIONÍSIO,EMILSON GERALDO VIEIRA,18,Não eleito,mg
DIVINO,MAURI VENTURA DO CARMO,13,Eleito,mg
DIVINO,ADEILTON DE SOUZA LIMA,10,Não eleito,mg
DIVINO DAS LARANJEIRAS,EMANUEL ANTONIO SIQUEIRA,10,Não eleito,mg
DIVINO DAS LARANJEIRAS,REINALDO ASSIS ROMUALDO DOS SANTOS,15,Eleito,mg
DIVINOLÂNDIA DE MINAS,GENILSON CAMELO BORGES,20,Não eleito,mg
DIVINOLÂNDIA DE MINAS,GEUBER DE PINHO CAMPOS,27,Eleito,mg
DIVINOLÂNDIA DE MINAS,WILLER CESAR FIGUEIREDO SILVA,10,Não eleito,mg
DIVINÉSIA,RONALDO JOSE ALVES DA SILVEIRA,43,Não eleito,mg
DIVINÉSIA,CIRLEI ELIZABETE DE FREITAS,20,Eleito,mg
DIVINÓPOLIS,LAIZ SOARES,55,Não eleito,mg
DIVINÓPOLIS,GLEIDSON GONTIJO AZEVEDO,30,Eleito,mg
DIVISA ALEGRE,REINILDA PEREIRA DE SOUSA E SILVA,10,Não eleito,mg
DIVISA ALEGRE,ADEMIR ALVES,11,Eleito,mg
DIVISA NOVA,JOSÉ LUIZ DE FIGUEIREDO,55,Eleito,mg
DIVISÓPOLIS,EDNA SOUSA FERREIRA ALCÂNTARA,13,Não eleito,mg
DIVISÓPOLIS,EUDER DE LIMA ROSEMBERG MENDES,11,Eleito,mg
DOM BOSCO,NELSON PEREIRA DE BRITO,11,Eleito,mg
DOM BOSCO,VENÍCIO JOSÉ DE OLIVEIRA,55,Não eleito,mg
DOM CAVATI,JADSON NASCIMENTO BRAZ,45,Eleito,mg
DOM CAVATI,ROBERTO LUIZ DA SILVA,13,Não eleito,mg
DOM CAVATI,ALLAN DA SILVA VEIGA,22,Não eleito,mg
DOM JOAQUIM,JULIANO DE SOUZA THOMAZ,10,Não eleito,mg
DOM JOAQUIM,HUENERSON HENRIQUE CELESTINO,15,Eleito,mg
DOM SILVÉRIO,JOSÉ BRÁULIO ALEIXO,44,Eleito,mg
DOM SILVÉRIO,GLEISON FERREIRA COELHO,11,Não eleito,mg
DOM VIÇOSO,JOSE DONIZETTI DE SOUZA,13,Não eleito,mg
DOM VIÇOSO,FRANCISCO DIVINO GOMES CAMARGO,25,Eleito,mg
DONA EUSÉBIA,LUCIANO DA SILVA PINTO,70,Não eleito,mg
DONA EUSÉBIA,ADEILTON PASCOALINE MAGALHÃES,15,Eleito,mg
DONA EUSÉBIA,FRANKLIN MACHADO MARTINS,44,Não eleito,mg
DORES DE CAMPOS,MARCIO ANTONIO PINHEIRO,15,Eleito,mg
DORES DE CAMPOS,CLODOALDO FABRICIO JOSE LACERDA,13,Não eleito,mg
DORES DE GUANHÃES,JOSE DAS DORES ALVES,12,Não eleito,mg
DORES DE GUANHÃES,WELERSON ULTIMO DE SOUZA,25,Eleito,mg
DORES DO INDAIÁ,ALEXANDRO COÊLHO FERREIRA,55,Eleito,mg
DORES DO INDAIÁ,RONALDO ANTÔNIO ZICA DA COSTA,15,Não eleito,mg
DORES DO TURVO,RONALDO MAROTTA DE SOUZA,15,Não eleito,mg
DORES DO TURVO,KALLIL DAHIER MOREIRA CUNHA,11,Eleito,mg
DORESÓPOLIS,PATRESE DA COSTA PEREIRA,55,Não eleito,mg
DORESÓPOLIS,VALDIR DA COSTA LOPES,77,Eleito,mg
DOURADOQUARA,FLAVIO RESENDE DE SOUSA,40,Eleito,mg
DOURADOQUARA,CRISTINA MARRA XAVIER,22,Não eleito,mg
DURANDÉ,PAULO HENRIQUE PAIVA,13,Não eleito,mg
DURANDÉ,RENATO PAIVA CAMPOS,55,Eleito,mg
ELÓI MENDES,MARCELO COELHO,40,Não eleito,mg
ELÓI MENDES,NATAL DONIZETTI CADORINI,77,Eleito,mg
ELÓI MENDES,JÚLIO MARIA SOUZA PINTO,22,Não eleito,mg
ENGENHEIRO CALDAS,JUSSANDRO JOSÉ MIRANDA,77,Não eleito,mg
ENGENHEIRO CALDAS,JUAREZ CONTIN JUNIOR,15,Não eleito,mg
ENGENHEIRO CALDAS,CLAUDINEI MARTINS VASCONCELOS,22,Eleito,mg
ENGENHEIRO NAVARRO,LUCIANA NAZARÉ ALVES DOS SANTOS,10,Não eleito,mg
ENGENHEIRO NAVARRO,HUGO FELIPE DE ALMEIDA SILVA,55,Eleito,mg
ENTRE FOLHAS,MARCOS ANTONIO MARQUES,15,Eleito,mg
ENTRE FOLHAS,JOÃO GALVINO DOS SANTOS,33,Não eleito,mg
ENTRE RIOS DE MINAS,ALEXANDRE RESENDE DE SOUSA,40,Não eleito,mg
ENTRE RIOS DE MINAS,THIAGO ITAMAR SANTOS VILLAÇA,70,Eleito,mg
ENTRE RIOS DE MINAS,BRUNO OLIVEIRA SALDANHA,15,Não eleito,mg
ENTRE RIOS DE MINAS,MARIO AUGUSTO ALVES ANDRADE,11,Não eleito,mg
ERVÁLIA,CARLOS ROBERTO CAMPOS,11,Não eleito,mg
ERVÁLIA,JOSÉ MAURO GODINHO,55,Eleito,mg
ERVÁLIA,MARCELO JOSE DE ALMEIDA,44,Não eleito,mg
ESMERALDAS,ANDERSON ALVES MARTINS,20,Não eleito,mg
ESMERALDAS,FRANCISCO MARINHO DOS SANTOS NETO,23,Não eleito,mg
ESMERALDAS,MARCELO NONATO FIGUEIREDO,77,Eleito,mg
ESPERA FELIZ,RÚBIA SIMIQUELI CABRAL,12,Não eleito,mg
ESPERA FELIZ,BARTHOLOMEU LOPES MIRANDA,18,Não eleito,mg
ESPERA FELIZ,OZIEL GOMES DA SILVA,11,Eleito,mg
ESPINOSA,MARCELO CARDOSO FERNANDES,13,Não eleito,mg
ESPINOSA,ALBERTO RODRIGUES MUNIZ,44,Não eleito,mg
ESPINOSA,DAMIAO BORGES DE CARVALHO,33,Não eleito,mg
ESPINOSA,NILSON FABER SEPULVEDA,70,Eleito,mg
ESPÍRITO SANTO DO DOURADO,HÉRICA ALVARENGA,55,Eleito,mg
ESPÍRITO SANTO DO DOURADO,FLÁVIO VILNEI DA SILVA,44,Não eleito,mg
ESTIVA,TIAGO PEREIRA,15,Não eleito,mg
ESTIVA,VÁGNER ABÍLIO BELIZÁRIO,55,Eleito,mg
ESTRELA DALVA,DIEGO COUTINHO DA COSTA,25,Eleito,mg
ESTRELA DALVA,ROMEU ERMIRIO SODRE GOUVEIA,11,Não eleito,mg
ESTRELA DO INDAIÁ,JURACI FRANCISCO SANTANA,20,Eleito,mg
ESTRELA DO SUL,FRANCISCO DE ASSIS CASTRO COELHO,45,Não eleito,mg
ESTRELA DO SUL,SEBASTIÃO DA SILVEIRA,55,Eleito,mg
EUGENÓPOLIS,VASCO NAVARRO RODRIGUES CALDAS,11,Não eleito,mg
EUGENÓPOLIS,JUAREZ LUIZ BREIJÃO,55,Eleito,mg
EWBANK DA CÂMARA,MAURO LUIZ MARTINS MENDES,25,Não eleito,mg
EWBANK DA CÂMARA,CARLOS MARIANO FERREIRA,55,Eleito,mg
EXTREMA,FABRÍCIO SANCHEZ BERGAMIN,12,Eleito,mg
EXTREMA,JULIANO MAXIMINO DE TOLEDO,44,Não eleito,mg
FAMA,ALEXANDRE ELLER DE SOUZA,55,Eleito,mg
FAMA,CYLVANO BORNELLI,10,Não eleito,mg
FAMA,JACKSON ALVES DE LIMA,15,Não eleito,mg
FARIA LEMOS,FABRICIO DE TOLEDO NUNES,77,Não eleito,mg
FARIA LEMOS,GILBERTO DAMAS DE SOUSA,15,Eleito,mg
FELISBURGO,IDEUVAN DE SOUZA AVELAR,45,Eleito,mg
FELISBURGO,MATHEUS JOSE BRAVIEIRA,55,Não eleito,mg
FELIXLÂNDIA,CONCEIÇÃO DE FÁTIMA BERNADINO LEITE,20,Eleito,mg
FELIXLÂNDIA,PAULO VITOR DE SOUZA,43,Não eleito,mg
FELÍCIO DOS SANTOS,CELSO ALVES PEREIRA,22,Não eleito,mg
FELÍCIO DOS SANTOS,WENITON WILLIAM FRANCA,25,Eleito,mg
FERNANDES TOURINHO,HÉLIO CÉZIO MACHADO,20,Não eleito,mg
FERNANDES TOURINHO,JOÃO ROBERTO DA FONSECA,15,Eleito,mg
FERROS,BRAULIO MAGALHÃES CARVALHO,12,Não eleito,mg
FERROS,CARLOS ELISIO DE OLIVEIRA,15,Eleito,mg
FERROS,TEODORICO ALVES DE ARAUJO NETO,33,Não eleito,mg
FERVEDOURO,ABÍLIO PEIXOTO FRANCHINI,55,Não eleito,mg
FERVEDOURO,MANDERLENE GOMES VIEIRA GARCIA FERNANDES,13,Não eleito,mg
FERVEDOURO,CARLOS CORÍNDON DE ARAÚJO,11,Eleito,mg
FLORESTAL,DERCI ALVES RIBEIRO FILHO,15,Não eleito,mg
FLORESTAL,THIAGO TEIXEIRA DOS SANTOS,30,Não eleito,mg
FLORESTAL,WAGNER DOS SANTOS JUNIOR,33,Eleito,mg
FORMIGA,EDUARDO BRAS NETO ALMEIDA,12,Não eleito,mg
FORMIGA,JOSÉ GERALDO DA CUNHA,44,Não eleito,mg
FORMIGA,SANDROMAR EVANDRO VIEIRA,11,Não eleito,mg
FORMIGA,LAERCIO DOS REIS GOMES,22,Eleito,mg
FORMIGA,ARNALDO GONTIJO DE FREITAS,10,Não eleito,mg
FORMOSO,RAYANE MARIA MUNIZ DE MELO,10,Não eleito,mg
FORMOSO,DINARTE HENRIQUE GUEDES DE ORNELAS,22,Eleito,mg
FORTALEZA DE MINAS,MARCIO DOMINGUES DE ANDRADE,12,Eleito,mg
FORTALEZA DE MINAS,JOVANI NEFERSON DE SOUZA,25,Não eleito,mg
FORTALEZA DE MINAS,SARA FERREIRA MARIANO,13,Não eleito,mg
FORTALEZA DE MINAS,ALMIR DO PRADO SILVA,44,Não eleito,mg
FORTALEZA DE MINAS,OBERDAN PARREIRA NETO,15,Não eleito,mg
FORTUNA DE MINAS,CLAUDIO GARCIA MACIEL,15,Eleito,mg
FORTUNA DE MINAS,JOÃO EVANGELISTA ABREU PONTES,44,Não eleito,mg
FRANCISCO BADARÓ,ANTONIO REGINALDO MARTINS MOREIRA,13,Eleito,mg
FRANCISCO BADARÓ,VANDERLÉIA VIANA DOS SANTOS,20,Não eleito,mg
FRANCISCO BADARÓ,ADELINO PINHEIRO DE SOUSA,12,Não eleito,mg
FRANCISCO DUMONT,DANIEL MEDEIROS PEREIRA,55,Não eleito,mg
